DateTime,AppName
2026-01-21 06:06:05,System Idle Process
2026-01-21 06:06:05,System
2026-01-21 06:06:05,Registry
2026-01-21 06:06:05,SearchProtocolHost.exe
2026-01-21 06:06:05,smss.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,csrss.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,wininit.exe
2026-01-21 06:06:05,csrss.exe
2026-01-21 06:06:05,Code.exe
2026-01-21 06:06:05,services.exe
2026-01-21 06:06:05,lsass.exe
2026-01-21 06:06:05,winlogon.exe
2026-01-21 06:06:05,WUDFHost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,fontdrvhost.exe
2026-01-21 06:06:05,fontdrvhost.exe
2026-01-21 06:06:05,cmd.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,msedgewebview2.exe
2026-01-21 06:06:05,dwm.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,igfxCUIService.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,SynTPEnh.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,SearchApp.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,igfxTray.exe
2026-01-21 06:06:05,HPHotkeyNotification.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,MemCompression
2026-01-21 06:06:05,Grammarly.Desktop.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,msedgewebview2.exe
2026-01-21 06:06:05,msedgewebview2.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,msedgewebview2.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,Code.exe
2026-01-21 06:06:05,chrome.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,AggregatorHost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,explorer.exe
2026-01-21 06:06:05,msedgewebview2.exe
2026-01-21 06:06:05,spoolsv.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,Code.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,msedgewebview2.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,PresentationFontCache.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,fpCSEvtSvc.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,HotKeyServiceUWP.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,chrome.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,WsNativePushService.exe
2026-01-21 06:06:05,conhost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,MpDefenderCoreService.exe
2026-01-21 06:06:05,StartMenuExperienceHost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,SynTPEnhService.exe
2026-01-21 06:06:05,SynTPHelper.exe
2026-01-21 06:06:05,MsMpEng.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,valWBFPolicyService.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,wslservice.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,ChatGPT.exe
2026-01-21 06:06:05,chrome.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,sihost.exe
2026-01-21 06:06:05,LanWlanWwanSwitchingServiceUWP.exe
2026-01-21 06:06:05,chrome.exe
2026-01-21 06:06:05,msedge.exe
2026-01-21 06:06:05,pet.exe
2026-01-21 06:06:05,ShellExperienceHost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,rundll32.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,RuntimeBroker.exe
2026-01-21 06:06:05,svchost.exe
2026-01-21 06:06:05,conhost.exe
2026-01-21 06:06:05,igfxHK.exe
2026-01-21 06:06:05,msedge.exe
2026-01-21 06:06:05,msedgewebview2.exe
2026-01-21 06:06:05,dllhost.exe
2026-01-21 06:06:05,dasHost.exe
2026-01-21 06:06:05,taskhostw.exe
2026-01-21 06:06:05,SecurityHealthService.exe
2026-01-21 06:06:05,chrome.exe
